ticker,company_name,ma_research_score,ma_rank,ma_band,portfolio_score,acquirability_score,market_data_confidence,integrity_diligence_score,execution_risk_score,leadership_risk_score,combined_diligence_risk,risk_coverage,confirmed_misconduct_count,confirmed_individual_finding_count,strategic_archetype,suggested_transaction_structure,decision_rule,primary_risk_drivers,interpretation
OGEN,Oragenics Inc. Common Stock,39.81,383,low,43.11,25.0,32.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
SER,Serina Therapeutics Inc. Common Stock,39.81,384,low,43.11,25.0,32.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
PTN,Palatin Technologies Inc. Common Stock,39.66,385,low,41.75,25.0,44.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
GLMD,Galmed Pharmaceuticals Ltd. Ordinary Shares,39.63,386,low,42.78,25.0,32.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
BCAB,BioAtla Inc. Common Stock,39.44,387,low,40.25,25.0,56.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
MRKR,Marker Therapeutics Inc. Common Stock,39.32,388,low,40.03,25.0,56.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
BCDA,BioCardia Inc. Common Stock,39.24,389,low,42.07,25.0,32.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
LGVN,Longeveron Inc. Class A Common Stock,38.71,390,low,41.11,25.0,32.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
KTTA,Pasithea Therapeutics Corp. Common Stock,38.68,391,low,39.96,25.0,44.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
RNAZ,TransCode Therapeutics Inc. Common Stock,38.52,392,low,40.77,25.0,32.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
BRNS,Barinthus Biotherapeutics plc American Depositary Shares,37.71,393,low,39.29,25.0,32.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
HCWB,HCW Biologics Inc. Common Stock,36.83,394,low,37.69,25.0,32.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
PHIO,Phio Pharmaceuticals Corp. Common Stock,36.83,395,low,37.69,25.0,32.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
SNTI,Senti Biosciences Holdings Inc. Common Stock,36.54,396,low,37.16,25.0,32.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
INAB,IN8bio Inc. Common Stock,35.35,397,low,33.91,25.0,44.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
APVO,Aptevo Therapeutics Inc. Common Stock,34.29,398,low,33.07,25.0,32.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
GDTC,CytoMed Therapeutics Limited Ordinary Shares,33.29,399,low,31.36,25.0,30.8,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
AAPG,Ascentage Pharma Group International American Depository Shares,30.5,400,low,0.0,100.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
ABSI,Absci Corporation Common Stock,30.5,401,low,0.0,100.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
ABUS,Arbutus Biopharma Corporation Common Stock,30.5,402,low,0.0,100.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
ADMA,ADMA Biologics Inc Common Stock,30.5,403,low,0.0,100.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
AGMB,AgomAb Therapeutics NV American Depositary Shares,30.5,404,low,0.0,100.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
ALVO,Alvotech Ordinary Shares,30.5,405,low,0.0,100.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
AMRN,Amarin Corporation plc,30.5,406,low,0.0,100.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
AQST,Aquestive Therapeutics Inc. Common Stock,30.5,407,low,0.0,100.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
ASMB,Assembly Biosciences Inc. Common Stock,30.5,408,low,0.0,100.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
AUTL,Autolus Therapeutics plc American Depositary Share,30.5,409,low,0.0,100.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
AVTX,Avalo Therapeutics Inc. Common Stock,30.5,410,low,0.0,100.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
BBOT,BridgeBio Oncology Therapeutics Inc. Common Stock  ,30.5,411,low,0.0,100.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
BCYC,Bicycle Therapeutics plc American Depositary Shares,30.5,412,low,0.0,100.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
BHC,Bausch Health Companies Inc. Common Stock,30.5,413,low,0.0,100.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
BLFS,BioLife Solutions Inc. Common Stock,30.5,414,low,0.0,100.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
CAPR,Capricor Therapeutics Inc. Common Stock,30.5,415,low,0.0,100.0,10.0,66.12,38.4,28.8,66.12,company_specific_evidence,0,0,failure_watch,"Avoid clean-company assumptions; monitor financing, governance, regulatory, and asset-sale catalysts.",Low M&A attractiveness and high documented diligence risk.,"[""regulatory_delivery: FDA issued a Complete Response Letter after concluding that the application lacked substantial evidence of effectiveness."", ""statistical_governance: FDA reported an ongoing BIMO inspection and preliminary evidence that the sponsor departed from its approved blinding and independent-statistics workflow."", ""clinical_program_delivery: FDA concluded that HOPE-3 did not meet its prespecified primary or key secondary efficacy endpoints and that the submitted evidence did not establish effectiveness.""]",Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
CBLL,CeriBell Inc. Common Stock,30.5,416,low,0.0,100.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
CGC,Canopy Growth Corporation Common Shares,30.5,417,low,0.0,100.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
CMPS,COMPASS Pathways Plc American Depository Shares,30.5,418,low,0.0,100.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
CNMD,CONMED Corporation Common Stock,30.5,419,low,0.0,100.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
CRON,Cronos Group Inc. Common Share,30.5,420,low,0.0,100.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
CV,CapsoVision Inc. Common Stock,30.5,421,low,0.0,100.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
CYRX,CryoPort Inc. Common Stock,30.5,422,low,0.0,100.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
DMRA,Damora Therapeutics Inc. Ordinary Shares,30.5,423,low,0.0,100.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
DNA,Ginkgo Bioworks Holdings Inc. Class A Common Stock,30.5,424,low,0.0,100.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
ELMD,Electromed Inc. Common Stock,30.5,425,low,0.0,100.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
FBIOP,Fortress Biotech Inc. 9.375% Series A Cumulative Redeemable Perpetual Preferred Stock,30.5,426,low,0.0,100.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
GLAS,Glass House Brands Inc. Subordinate Voting Shares,30.5,427,low,0.0,100.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
GYRE,Gyre Therapeutics Inc. Common Stock,30.5,428,low,0.0,100.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
HCM,HUTCHMED (China) Limited American Depositary Shares,30.5,429,low,0.0,100.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
HELP,Cybin Inc. Common Stock,30.5,430,low,0.0,100.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
IMMX,Immix Biopharma Inc. Common Stock,30.5,431,low,0.0,100.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
IMTX,Immatics N.V. Ordinary Shares,30.5,432,low,0.0,100.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
INMD,InMode Ltd. Ordinary Shares,30.5,433,low,0.0,100.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
INVA,Innoviva Inc. Common Stock,30.5,434,low,0.0,100.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
IRWD,Ironwood Pharmaceuticals Inc. Class A Common Stock,30.5,435,low,0.0,100.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
IVA,Inventiva S.A. American Depository Shares,30.5,436,low,0.0,100.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
MDXG,MiMedx Group Inc Common Stock,30.5,437,low,0.0,100.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
MOVE,Corvex Inc. Common Stock,30.5,438,low,0.0,100.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
MRVI,Maravai LifeSciences Holdings Inc. Class A Common Stock,30.5,439,low,0.0,100.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
MYGN,Myriad Genetics Inc. Common Stock,30.5,440,low,0.0,100.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
NAGE,Niagen Bioscience Inc. Common Stock,30.5,441,low,0.0,100.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
NATR,Nature's Sunshine Products Inc. Common Stock,30.5,442,low,0.0,100.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
NBTX,Nanobiotix S.A. American Depositary Shares,30.5,443,low,0.0,100.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
NNNN,Anbio Biotechnology Class A Ordinary Shares,30.5,444,low,0.0,100.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
NRC,NRC Health Common Stock,30.5,445,low,0.0,100.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
OABI,OmniAb Inc. Common Stock,30.5,446,low,0.0,100.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
ORGO,Organogenesis Holdings Inc. Class A Common Stock,30.5,447,low,0.0,100.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
OTLK,Outlook Therapeutics Inc. Common Stock,30.5,448,low,0.0,100.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
OVID,Ovid Therapeutics Inc. Common Stock,30.5,449,low,0.0,100.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
PAHC,Phibro Animal Health Corporation Class A Common Stock,30.5,450,low,0.0,100.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
PCRX,Pacira BioSciences Inc. Common Stock,30.5,451,low,0.0,100.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
PHAR,Pharming Group N.V. ADS each representing 10 ordinary shares,30.5,452,low,0.0,100.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
PRGO,Perrigo Company plc Ordinary Shares,30.5,453,low,0.0,100.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
PRQR,ProQR Therapeutics N.V. Ordinary Shares,30.5,454,low,0.0,100.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
PRTA,Prothena Corporation plc Ordinary Shares,30.5,455,low,0.0,100.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
QDEL,QuidelOrtho Corporation Common Stock,30.5,456,low,0.0,100.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
RZLT,Rezolute Inc. Common Stock (NV),30.5,457,low,0.0,100.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
SGMT,Sagimet Biosciences Inc. Series A Common Stock,30.5,458,low,0.0,100.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
SLBT,SL Science Holding Limited Ordinary Shares,30.5,459,low,0.0,100.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
SLN,Silence Therapeutics Plc American Depository Share,30.5,460,low,0.0,100.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
SNDL,SNDL Inc. Common Shares,30.5,461,low,0.0,100.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
SOPH,SOPHiA GENETICS SA Ordinary Shares,30.5,462,low,0.0,100.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
SRPT,Sarepta Therapeutics Inc. Common Stock (DE),30.5,463,low,0.0,100.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
SRZN,Surrozen Inc. Common Stock,30.5,464,low,0.0,100.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
TKNO,Alpha Teknova Inc. Common Stock,30.5,465,low,0.0,100.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
TLRY,Tilray Brands Inc. Common Stock ,30.5,466,low,0.0,100.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
TRAX,First Tracks Biotherapeutics Inc. Ordinary Shares ,30.5,467,low,0.0,100.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
